Eligibility ,Sex,Year ,Do you have an UNRWA Registration card? ,Do you live in a camp?, First person in your family to attend university?,UPC Member,What is the type of your school?,Are you on a scholarship at your school?,Current grade 12 stream,Average Grade 10 and 11,English Grade 10,English Grade 11,Have you taken the SAT?,SAT attempts ,"Volunteering,Projects, and More",Travel or here?,Universities in Lebanon,Do you have a sibling who is/was on a ULYP scholarship?,Marital Status of your parents,Is your father employed?,Is your mother employed?,Do any of your siblings work and contribute part of their income to the house?,Is there anyone else helping your family financially?,"Do you, as an applicant, have any Assets/Properties; Land & Property, Saving Accounts, Investments, Others","If you answered yes to the above question, what is the value/amount in LBP?",Do you have a private health insurance?, life scholarship Government,Tomooh,ID,Eligible Age,ConsideredNationality,IncomeVsExpenses,Both Parents work at UNRWA,Majors Check,AcademicEligibility,SAT Category,"Volunteering,Projects, and More perprocessed",Sentiment,Owned Assests Category,volunteering_count,goal_count,confidence_count,believe_count,community_count,giving back_count,academic excellence_count,volunteer_count,leadership_count
No,Female,2022-2023,Yes,No,No,No,UNRWA,No,Life Sciences - LS,87.735,78.75,73.125,Yes,2 times,"My activities are:
July 2018: CATS conference (children as ambassadors ofr transforming society);I was a representative for palestine refugees with unrwa delegation.We participated in a lot of workshops concerning the role of children and their impact in our society,in addition to that we had the chance as palestine refugees to do our own workshops under the title “ What is it like to live in a refugee camp and a day in the life of a palestine refugee” a lot of people were impressed and interested in our stories; the organizers of this conference were people from all around the world where they wanted to bring more than 60 nationalities in one conference!

September 2018: UNGA (united nation’s general assembly) in Newyork;I was elected to represent more than 500k palestine refugees at unga and delivered a speech about the importance of education to palestine refugees  infront of all prime ministers of the world because UNRWA was passing through a financial crisis and we needed to let the world know why its so important for us and why we need it…the organizers of this event are UN and I was accompanied by UNRWA staff 

July 2019: CRIA (child’s right in action) in France ; I was invited to this conference by the organizating time to be a keynote speaker at it and deliver a speech about obstacles that face palestine refugees on daily basis and I had the chance to tell my story to a variety of people that also were present in the conference 
in addition to that I participated in a lot of workshops talking about the importance of the rights of children in the world and how they impact on decision making!! 

July 2020: I participated in an online summer camp about speech writing with LAU learned a lot about the criteria of writing and how to deliver a speech correctly met some amazing people!

 In 2020:I also participated in MAL at LAU it was an amazing chance to learn more and more about my culture and community 

In 2020: I volunteered at Dar Al Shaykhokha and help old people out,played bingo with them, and did a lot of activities!

In August 2020: I joined TFDP (The five dollar project) where I was interested in being an environmental activist this NGO is a student led initiative(students from USA,lebanon and other countries)that Five dollars project is  directed towards projects addressing issues in communities that are strongly hit by climate change and the environmental damage it creates where we do a lot of activities workshops/beach clean ups/competitions…
In January 2022: I was invited to be a representative for the palestinan accent in a tv show on BCCarabia it was a new experience that allowed me to get to know new accents and amazing people from different cultures 
On January 2nd: An article was posted about me with the colaberation with MALALA foundation 

https://assembly.malala.org › storiesThe girl who represents more than half a million Palestine refugee students
and all these activities led to building up my personality and allowing me to be involved in my community more everyday 
helping people out is a part of who i am and i really enjoy it ! looking forward to help more and accomplish more everyday 






",0,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Married,Yes,Yes,No,No,No,0,Yes,No,No,937,Eligible,Considered,Income Higher,0,TRUE,1,Avg,activity july 2018 cat conference child ambassador ofr transforming societyi representative palestine refugee unrwa delegationwe participated lot workshop concerning role child impact societyin addition chance palestine refugee workshop title “ like live refugee camp day life palestine refugee ” lot people impressed interested story organizer conference people around world wanted bring 60 nationality one conference september 2018 unga united nation ’ general assembly newyorki elected represent 500k palestine refugee unga delivered speech importance education palestine refugee infront prime minister world unrwa passing financial crisis needed let world know important u need it…the organizer event un accompanied unrwa staff july 2019 cria child ’ right action france invited conference organizating time keynote speaker deliver speech obstacle face palestine refugee daily basis chance tell story variety people also present conference addition participated lot workshop talking importance right child world impact decision making july 2020 participated online summer camp speech writing lau learned lot criterion writing deliver speech correctly met amazing people 2020i also participated mal lau amazing chance learn culture community 2020 volunteered dar al shaykhokha help old people outplayed bingo lot activity august 2020 joined tfdp five dollar project interested environmental activist ngo student led initiativestudents usalebanon countriesthat five dollar project directed towards project addressing issue community strongly hit climate change environmental damage creates lot activity workshopsbeach clean upscompetitions… january 2022 invited representative palestinan accent tv show bccarabia new experience allowed get know new accent amazing people different culture january 2nd article posted colaberation malala foundation httpsassemblymalalaorg › storiesthe girl represents half million palestine refugee student activity led building personality allowing involved community everyday helping people part really enjoy looking forward help accomplish everyday,0.18814593,Nothing,0,0,0,0,4,0,0,1,0
Yes,Male,2023-2024,No,No,No,No,Private,No,General Sciences - GS,84.75,92.5,80.1,Yes,1 time,"One thing about Lebanese society that I absolutely admire is how many volunteers there are in activities to serve themselves and others. Participating in such activities is a substantial element of every special student's identity. Personally, it has been an honor and a pleasure to have played a part in serving my community and building my persona. The following essay highlights the most remarkable workshops and courses that I have attended and the voluntary work I have done in community service to get to a conclusion of what part they play in making me special outside of my academic life. 

To begin with, I have completed four workshops for developing leadership skills as a first step to becoming a true leader at Haigazian University in collaboration with WAZNAT, which were divided into four Saturdays. They included educational presentations, splendid teamwork activities, and socialization. Moreover, I have completed 10 workshops for raising awareness about dangerous behavior in society, which mainly took place at my school (Collège Dominicaines de Notre Dame de la Délivrande) as part of a program given by Mentor Arabia. They included educational presentations, challenging and intriguing teamwork activities, and personal assessment tests. Last but not least, I have completed more than 10 workshops in the last two months that varied from one for eating disorders (BioSets), one for creative writing (Life Sculpture), one for learning about malware (Life Sculpture), one about peer pressure (Life Sculpture), and many more. 

In addition, I have completed more than 100 hours of community service during the last two years. First, I completed a self-made event at Cornish Sawfar that lasted for a total of 48 hours in collaboration with the municipality of Sawfar. It included teamwork activities to clean the environment of the Cornish in order to benefit the community, help nature, motivate people to participate in community service, and raise their awareness about polluting the beautiful area. Later on, I completed a program in Sawfar, organized by the municipality of Sawfar and me, that also lasted a total of 48 hours. It included events and activities to gather help for the less fortunate families in the region in order to support them financially and psychologically in these difficult times. Finally, I have done activities with Mentor Arabia at school and in Aley that have helped me learn how to help the people in our community who are engaging in dangerous and self-harming behaviors.

In conclusion, everything that has been mentioned indicates that those events played a major role in my social life and helped me become the person I am today. I value them above everything else because they made me build emotional intelligence, become more responsible, humane, and educated, not to mention how they turned me into a humanitarian and completely changed my personality traits and my character. The fact that all this self-development and awareness was done without any academic purposes shows what makes me a special person, noting that my ambitions and plans are far more than that. 
 
 
 ",0,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Married,Yes,No,No,No,No,0,No,Done,Done,938,Eligible,Not Considered,Income Higher,0,TRUE,1,High,one thing lebanese society absolutely admire many volunteer activity serve others participating activity substantial element every special student identity personally honor pleasure played part serving community building persona following essay highlight remarkable workshop course attended voluntary work done community service get conclusion part play making special outside academic life begin completed four workshop developing leadership skill first step becoming true leader haigazian university collaboration waznat divided four saturday included educational presentation splendid teamwork activity socialization moreover completed 10 workshop raising awareness dangerous behavior society mainly took place school collège dominicaines de notre dame de la délivrande part program given mentor arabia included educational presentation challenging intriguing teamwork activity personal assessment test last least completed 10 workshop last two month varied one eating disorder biosets one creative writing life sculpture one learning malware life sculpture one peer pressure life sculpture many addition completed 100 hour community service last two year first completed selfmade event cornish sawfar lasted total 48 hour collaboration municipality sawfar included teamwork activity clean environment cornish order benefit community help nature motivate people participate community service raise awareness polluting beautiful area later completed program sawfar organized municipality sawfar also lasted total 48 hour included event activity gather help le fortunate family region order support financially psychologically difficult time finally done activity mentor arabia school aley helped learn help people community engaging dangerous selfharming behavior conclusion everything mentioned indicates event played major role social life helped become person today value everything else made build emotional intelligence become responsible humane educated mention turned humanitarian completely changed personality trait character fact selfdevelopment awareness done without academic purpose show make special person noting ambition plan far,0.175035806,Real Estate,1,3,0,2,8,0,0,2,4
No,Female,2023-2024,No,No,Yes,No,Private,Yes,Life Sciences - LS,82.075,75,83.75,Yes,1 time,"I participated in MGG, a program by LAU that’s about finding solutions to a certain problem and being able to communicate in front of many people so it involve public speaking, research and leadership. I won the first prize : The Secretary General Award. Moreover, I participated last year in a conference about communication hosted by USJ. I participated a month ago( February 24 ,2023) in a competition “INNOVATION CAMP” that introduces youth to entrepreneurship held by INJAZ LEBANON, we learnt the difference between entrepreneur and social entrepreneur then we had 90 minutes to work as a team (we were all strangers to each others ) in order to create a solution to a problem in Lebanon by using technology and help unprivileged people. We came up with a plan and a power point in only 90 minutes and we won the third prize. 
I also went with my school to Sesobel to sing and dance with the children there and we also visited last year retired people to eat with them, dance, sing and to bring them hope and joy.",0,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Divorced,No,No,No,No,No,0,No,Done,Done,939,Eligible,Not Considered,Income Higher,0,TRUE,1,Avg,participated mgg program lau ’ finding solution certain problem able communicate front many people involve public speaking research leadership first prize secretary general award moreover participated last year conference communication hosted usj participated month ago february 24 2023 competition “ innovation camp ” introduces youth entrepreneurship held injaz lebanon learnt difference entrepreneur social entrepreneur 90 minute work team stranger others order create solution problem lebanon using technology help unprivileged people came plan power point 90 minute third prize also went school sesobel sing dance child also visited last year retired people eat dance sing bring hope joy,0.191035869,Real Estate,0,0,0,2,0,0,0,0,1
No,Female,2023-2024,No,No,Yes,No,Private,No,Life Sciences - LS,65,48,78,No,Not provided,Online workshop with ayah termos talking about organization of our life also with edrak i take online cources about Human Resources ,0,Lebanese American University (LAU),No,Single,Yes,No,No,No,No,0,No,Done,Done,940,Eligible,Not Considered,Expenses Higher,0,TRUE,0,Low,online workshop ayah termos talking organization life also edrak take online cources human resource,0.227334495,Nothing,0,0,0,1,0,0,0,0,0
Yes,Female,2023-2024,No,No,No,No,Private,No,Life Sciences - LS,84,87,81,Yes,2 times,"Volunteering revives my sense of compassion for my community as I offer good to it, especially in the hard times Lebanon is currently facing. Volunteering has dominated my lifestyle in the last couple of years. I volunteered at Hammam Al Jadeed, Saida in all of August 2022 where I was a tourist guide. This experience reinforced my sense of belonging to my city Saida and enriched my dictionary with ancient information about the Hammam. I had the pleasure to present to diverse tourists from all over the world exchanging information and culture. Moreover, I volunteered at my school in July where we coordinated the book exchange as well as being a member of the ushers’ team of last years’ graduation. This rejuvenated my sense of belonging to my school, especially as a senior, which made me more attached and appreciative to my school. I participated in life skills civic engagement-Anera where we helped a local Palestinian shop in Ein el Helwe. Additionally, I participated in peace through sports-Anera twice as we financially helped the local firefighting station of Saida as well as the burn center of Saida with materials. With the help of my school, I participated in 5 MUNs winning a diplomacy award in the 4th. This has enforced my debate and research skills as well as developed my confidence levels. As for workshops, I found the most beneficial one to my development as a student as well as my future related field in the LAU nutrition summer camp of July 2022. Furthermore, taking the next step into my hobby as a photographer, I worked as a photographer in the summer for most graduations of Saida as well as a wedding. In conclusion, my excitement and passion to engage myself in extracurricular activities as much as possible have made me who I am today.",0,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Married,No,No,No,No,No,0,No,Done,Done,941,Eligible,Not Considered,Income Higher,0,TRUE,1,Avg,volunteering revives sense compassion community offer good especially hard time lebanon currently facing volunteering dominated lifestyle last couple year volunteered hammam al jadeed saida august 2022 tourist guide experience reinforced sense belonging city saida enriched dictionary ancient information hammam pleasure present diverse tourist world exchanging information culture moreover volunteered school july coordinated book exchange well member usher ’ team last year ’ graduation rejuvenated sense belonging school especially senior made attached appreciative school participated life skill civic engagementanera helped local palestinian shop ein el helwe additionally participated peace sportsanera twice financially helped local firefighting station saida well burn center saida material help school participated 5 muns winning diplomacy award 4th enforced debate research skill well developed confidence level workshop found beneficial one development student well future related field lau nutrition summer camp july 2022 furthermore taking next step hobby photographer worked photographer summer graduation saida well wedding conclusion excitement passion engage extracurricular activity much possible made today,0.149366608,Nothing,4,1,2,1,6,0,0,6,2
Yes,Male,2023-2024,Yes,Yes,No,No,UNRWA,No,Life Sciences - LS,80,0.67,0.78,Yes,1 time,"Also I am extremely hardworking and energetic person. For instance, I don't leave the job until it is completed.  Additionally, I am a successful person and my grades are high. I help people and encourage them to achieve their goals. For example, I did distance education, cleaned the beach and maintained my school. Moreover, I was responsible for the school environment in terms of cleanliness and order. Last year I also distributed food and clothes to the needy.I help library owner Through a program that provides the prices of the goods and  I arranged the place with he To make his work easier for him, I worked in some of the centers (Siblin ..) and got a certificate",0,Rafik Hariri University (RHU),No,Married,No,No,No,No,No,0,No,Done,Done,942,Eligible,Considered,Expenses Higher,0,TRUE,1,Avg,also extremely hardworking energetic person instance dont leave job completed additionally successful person grade high help people encourage achieve goal example distance education cleaned beach maintained school moreover responsible school environment term cleanliness order last year also distributed food clothes needyi help library owner program provides price good arranged place make work easier worked center siblin got certificate,0.241640693,Nothing,0,7,0,0,3,0,0,0,2
Yes,Male,2022-2023,No,No,No,No,Private,No,General Sciences - GS,88.5,78,88,Yes,3 times,"I have shared in some math competitions, and I also share in online competitive programming competitions, still I don't get great scores, but I am looking forward to reach top levels.",0,American University of Beirut (AUB),Yes,Married,Yes,Yes,No,No,No,0,No,No,No,943,Eligible,Considered,Income Higher,0,TRUE,1,High,shared math competition also share online competitive programming competition still dont get great score looking forward reach top level,0.389583333,Financial Assets,0,2,0,0,0,0,0,0,0
Yes,Female,2022-2023,Yes,Yes,No,No,UNRWA,No,Life Sciences - LS,85.255,88.75,91.875,Yes,2 times,I have volunteered in recycling project done at my place it was really amazing to help others as well as it helped me get some friends that cooperated with me for better society ,0,American University of Beirut (AUB),No,Married,Yes,No,No,No,No,0,No,No,No,944,Eligible,Considered,Expenses Higher,0,TRUE,1,Avg,volunteered recycling project done place really amazing help others well helped get friend cooperated better society,0.261111111,Nothing,0,0,0,0,0,0,0,1,0
No,Female,2022-2023,Yes,No,Yes,No,Private,No,General Sciences - GS,70,53.0125,72,No,Not provided,"I didn't volunteer for any association because of Corona Virus,  but I would like to volunteer in order to serve the people. ",0,American University of Beirut (AUB),No,Married,No,No,No,No,No,0,No,No,No,945,Eligible,Not Considered,Expenses Higher,0,TRUE,0,Low,didnt volunteer association corona virus would like volunteer order serve people,0.314880952,Real Estate,0,0,0,0,0,0,0,2,0
No,Female,2022-2023,No,No,No,No,Public,No,Life Sciences - LS,70.9,50,50,No,Not provided,"The activities that I participate in outside the framework of education are many, but one of them is participation in the organization of camping, daily physical sports, and any activity related to it, such as marathons that are held.  Participation or attendance of cultural evenings and awareness sessions.  And join the organization of summer parties.  Student development courses.",1,"American University of Beirut (AUB), Lebanese American University (LAU), Rafik Hariri University (RHU)",No,Married,No,No,Yes,No,No,0,No,No,No,946,Eligible,Considered,Income Higher,0,TRUE,1,Low,activity participate outside framework education many one participation organization camping daily physical sport activity related marathon held participation attendance cultural evening awareness session join organization summer party student development course,0.139085252,Nothing,0,2,0,0,6,0,0,0,2
Yes,Female,2023-2024,Yes,No,Yes,Yes,UNRWA,No,Life Sciences - LS,85.16,63,22,Yes,1 time,"Choosing a community service project in your field can not only help you gain related skills or work experience but also give you the opportunity to meet people and grow your professional network. Moreover, since community service often involves working in groups or with other people, you can also develop important soft skills used in the workplace. These include interpersonal communication, teamwork, critical thinking, problem-solving, and leadership.",0,Lebanese American University (LAU),No,Married,Yes,No,No,No,No,0,No,Done,Done,947,Eligible,Considered,Income Higher,0,TRUE,1,Low,choosing community service project field help gain related skill work experience also give opportunity meet people grow professional network moreover since community service often involves working group people also develop important soft skill used workplace include interpersonal communication teamwork critical thinking problemsolving leadership,0.195538721,Nothing,0,2,0,2,3,0,0,0,1
Yes,Female,2023-2024,Yes,No,Yes,No,Public,No,Life Sciences - LS,77,70.13,73.75,Yes,2 times,"Workshops and extracurricular activities are vital to oneself, on both social and personal levels. During the past few years, I have had the chance to participate in several workshops, events, and initiatives. To begin with, I am currently a volunteer at Life Sculptor; an initiative that aims to make education accessible through online learning. As a member of the research team, we conduct information about diverse topics that tackle crucial issues in our world, for it to be presented through online free sessions. Furthermore, I’ve attended two workshops held at the American University of Beirut (AUB) under the titles “Future Entrepreneurs” and “Up to the Challenge” this summer. Despite their short duration, the two workshops were highly beneficial, as they provided me with lots of information about the business administration major and an overview of this discipline and its world. in addition to that, it escalated my communication skills by meeting new people. Also, getting to work with peers in a team and exchanging ideas was a great experience.  Other than that, I have been part of several social initiatives raised for a good cause. Some of which are the marathon held by Hammoud Medical Center for breast cancer awareness and the Sidon beach cleaning initiative…
As a student in a public high school, it is unfortunate that we don’t have the chance to participate in many extracurricular activities due to their rare occurrence in our school. Nonetheless, I have participated in several Arabic poetry competitions and won. Moreover, I’ve always loved getting on the school’s stage to public speak. In my previous school, I was always chosen to give talks and speeches on different occasions and events.
In school, my academic performance makes me stand out, and outside of it, my personality is what makes me stand out. Because whether I’m a student or not, I’m above all a human. I like people to remember me for good and so I try to spread positive energy in my surroundings and be as helpful and cooperative as possible. Leaving a memorable impact on people’s lives is something I yearn for.
",0,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Married,Yes,No,No,No,No,0,Yes,Done,Done,948,Eligible,Considered,Income Higher,0,TRUE,1,High,workshop extracurricular activity vital oneself social personal level past year chance participate several workshop event initiative begin currently volunteer life sculptor initiative aim make education accessible online learning member research team conduct information diverse topic tackle crucial issue world presented online free session furthermore ’ attended two workshop held american university beirut aub title “ future entrepreneur ” “ challenge ” summer despite short duration two workshop highly beneficial provided lot information business administration major overview discipline world addition escalated communication skill meeting new people also getting work peer team exchanging idea great experience part several social initiative raised good cause marathon held hammoud medical center breast cancer awareness sidon beach cleaning initiative… student public high school unfortunate ’ chance participate many extracurricular activity due rare occurrence school nonetheless participated several arabic poetry competition moreover ’ always loved getting school ’ stage public speak previous school always chosen give talk speech different occasion event school academic performance make stand outside personality make stand whether ’ student ’ human like people remember good try spread positive energy surroundings helpful cooperative possible leaving memorable impact people ’ life something yearn,0.126496794,Nothing,0,3,0,1,3,0,0,1,1
No,Male,2022-2023,Yes,No,No,No,UNRWA,No,Life Sciences - LS,81.75,71.81,66.75,No,Not provided,"Afforestation Campaign led by Municipality of Barja 
Beach cleaning
Distributing aid to the poor and needy led by (Dar Al-Fatwa Mount Lebanon)
Organizing lectures In Barja held by (Dar Al-Fatwa Mount Lebanon)",0,"American University of Beirut (AUB), Lebanese American University (LAU), Rafik Hariri University (RHU)",No,Married,Yes,No,No,No,No,0,No,No,No,949,Eligible,Considered,Expenses Higher,0,TRUE,1,Low,afforestation campaign led municipality barja beach cleaning distributing aid poor needy led dar alfatwa mount lebanon organizing lecture barja held dar alfatwa mount lebanon,0.098849542,Nothing,0,0,0,1,3,0,1,0,4
Yes,Female,2022-2023,Yes,No,Yes,Yes,UNRWA,No,Life Sciences - LS,82.835,81.25,80,Yes,1 time,"I volunteered in two associations and my duties varied in both of them. In the first association, my role was limited to entering information related to the association’s system, donors and donations. In the second association, which is my favorite role, work was on the ground by visiting refugee camps and distributing food rations to them and distributing food rations to them Games and educational and recreational activities for children . As in the summer I joined the competitive collage club , lap club as I joined the American Center for three years 
what makes me special outside my school work is my sense of responsibility and mastering my tasks, no matter how difficult it is I am also a positive, influential person.",1,"American University of Beirut (AUB), Lebanese American University (LAU), Rafik Hariri University (RHU)",No,Married,Yes,Yes,No,No,No,0,Yes,No,No,950,Eligible,Considered,Income Higher,0,TRUE,1,Avg,volunteered two association duty varied first association role limited entering information related association ’ system donor donation second association favorite role work ground visiting refugee camp distributing food ration distributing food ration game educational recreational activity child summer joined competitive collage club lap club joined american center three year make special outside school work sense responsibility mastering task matter difficult also positive influential person,0.05474026,Nothing,0,4,0,1,1,0,0,1,0
No,Female,2023-2024,Yes,Yes,Yes,No,UNRWA,No,Life Sciences - LS,89.64,85.93,67.5,Yes,2 times,"I once shared in a virtual online camping that provides information and insights about Almasjid Al Aqsa in Palestine. It was my first and amazing experience as it was held in times of Corona Virus  Pandemic.
The leaders of camping were from different Arab countries.
I was very pleased to communicate for my first time with people from different nationalities and especially with  people living in Al Quds .
It was a three - day virtual camping which lasts four hours each day.
The leaders of the event organized exciting activities , lectures and songs.
The first day was precised for lectures that provide background information about Al Masjid Al Aqsa. They displayed maps and pictures for the inside and outside of All Masjid, and spoke about the historical and architectural value. In the second day there were interactional activities in which we could ask , answer and work with the members in different activities. The third day was for reflecting on this virtual experience, to what extent it was useful, what skills and information were acquired. We also listened to songs as a part of celebrating the event.
 Although it was a virtual camping, it is still imprinted in my memory.
Working with others, meeting new people, learning new skills, expressing one's thoughts and feelings and most importantly being a member of a group were the most important goals I was seeking for from participating in such as event. I hope I will have an opportunity for areal camping for I believe it will be totally different and it will do develop my personality in a way that makes me ready for the challenges that I might face during university years.
After all, what I learnt from this experience is that technology made camping possible even in the most critical times and that knowledge and. education are our only way to save this world.",0,"American University of Beirut (AUB), Lebanese American University (LAU), Rafik Hariri University (RHU)",No,Married,Yes,No,No,No,No,0,Yes,Done,Done,951,Eligible,Considered,Income Higher,0,TRUE,1,Avg,shared virtual online camping provides information insight almasjid al aqsa palestine first amazing experience held time corona virus pandemic leader camping different arab country pleased communicate first time people different nationality especially people living al quds three day virtual camping last four hour day leader event organized exciting activity lecture song first day precised lecture provide background information al masjid al aqsa displayed map picture inside outside masjid spoke historical architectural value second day interactional activity could ask answer work member different activity third day reflecting virtual experience extent useful skill information acquired also listened song part celebrating event although virtual camping still imprinted memory working others meeting new people learning new skill expressing one thought feeling importantly member group important goal seeking participating event hope opportunity areal camping believe totally different develop personality way make ready challenge might face university year learnt experience technology made camping possible even critical time knowledge education way save world,0.249004581,Nothing,0,1,0,1,0,0,0,0,0
No,Male,2023-2024,Yes,No,No,No,Private,Yes,General Sciences - GS,86,72.5,71.6,Yes,2 times,"Volunteering is a way of helping others. It is giving a person time and the ability to help someone who may need help. Not only does volunteering help others, but what they may not know is that it can be helpful to themselves. It is a great way for someone to interact with others in their community. It gives someone that time to themselves while also creating bonds when they are doing the greater good. The effects of volunteering can range from many helpful characteristics. From helping those in need, giving back to the community, working for worthwhile causes, and overall helping someone with their health, mentally and physically. 

 Six months ago, I had a volunteering project for kids in our school. My friends and I had to create a project that entertains Grade 1 students as well as expands their spectrum of knowledge. Everyone made a project on specific subjects. Some people made physics and biology projects, others made math and chemistry, and a few people made English and Arabic projects. I was the only one to make a geography project. I made them a game that was called guess the flag. With each correct guess, students get a piece of chocolate. We made it like a festival, put some music on, and brought them delicious food to entertain them. Our main goal from this festival was to bring joy to these little kids and enrich them with knowledge. Fortunately, our goal was accomplished. Every kid that came to the festival was filled with joy and happiness and they benefited a lot from it. Not only did they enjoy the festival, but I also did. The feeling you get when you see these kids smiling can’t be described. Moreover, this festival helped me a lot. It improved my communication skills and provided me with a healthy boost to my self-confidence, self-esteem, and life satisfaction. In addition, it gave me a sense of purpose and achievement. I felt like I did something really important for the community. 

Another volunteering experience I participated in was around 1 year ago. I was included in a group that had to organize a festival for the kids in my neighborhood in a park. What we basically did is set up different activities at different corners and sites of the park. For example, a certain site of the park was used to create a street football field. Another site was used to form a basketball field and another was site was used for kids who want to participate in trivia questions and mental games. such volunteering experiences are joyful because even though you don't get money for helping someone, you get the joy and happiness of knowing you did something good for someone else. And I am always excited to volunteer or participate in any projects or workshops once I get into university.",0,"American University of Beirut (AUB), Lebanese American University (LAU)",Yes,Married,No,No,No,No,No,0,No,Done,Done,952,Eligible,Not Considered,Expenses Higher,0,TRUE,1,High,volunteering way helping others giving person time ability help someone may need help volunteering help others may know helpful great way someone interact others community give someone time also creating bond greater good effect volunteering range many helpful characteristic helping need giving back community working worthwhile cause overall helping someone health mentally physically six month ago volunteering project kid school friend create project entertains grade 1 student well expands spectrum knowledge everyone made project specific subject people made physic biology project others made math chemistry people made english arabic project one make geography project made game called guess flag correct guess student get piece chocolate made like festival put music brought delicious food entertain main goal festival bring joy little kid enrich knowledge fortunately goal accomplished every kid came festival filled joy happiness benefited lot enjoy festival also feeling get see kid smiling ’ described moreover festival helped lot improved communication skill provided healthy boost selfconfidence selfesteem life satisfaction addition gave sense purpose achievement felt like something really important community another volunteering experience participated around 1 year ago included group organize festival kid neighborhood park basically set different activity different corner site park example certain site park used create street football field another site used form basketball field another site used kid want participate trivia question mental game volunteering experience joyful even though dont get money helping someone get joy happiness knowing something good someone else always excited volunteer participate project workshop get university,0.279694691,Nothing,6,10,2,2,13,0,0,7,0
No,Male,2023-2024,No,No,Yes,No,Private,No,Life Sciences - LS,74.5,70,80,Yes,1 time,"Unfortunately, I didn’t have the chance to volunteer in any thing since the past few years corona virus invaded the world and quarantine was imposed on all people. So I was forced to stay in my sweet home . Furthermore I used to play for a football club near my house were I built a lot of friendships because of it , also this this teach me a lot of communication skills.  ",1,Lebanese American University (LAU),No,Married,Yes,No,No,No,No,0,Yes,Done,Done,953,Eligible,Not Considered,Expenses Higher,0,TRUE,0,Avg,unfortunately ’ chance volunteer thing since past year corona virus invaded world quarantine imposed people forced stay sweet home furthermore used play football club near house built lot friendship also teach lot communication skill,0.166219776,Nothing,0,0,0,0,0,0,0,1,0
Yes,Female,2022-2023,Yes,No,Yes,Yes,UNRWA,No,Life Sciences - LS,88.035,84.375,80,Yes,1 time,"Volunteering keeps you in regular contact with others and helps you develop a solid support system, which in turn protects you against stress and depression when you're going through challenging times . I have volunteered in two organizations . I have volunteered  in DPNA where we used to make activities for kids to enjoy them , and reach out to poor people and help them also we made activities that save nature . Moreover ,   I   have volunteered in the public Library in Saida  and this work really improved my personality and made me enjoy the qualities of a leader such as self confidence , effective communication skills ,  self-awareness  , Strategic thinking skills , creativity , and   the ability to inspire and convince others . What makes me special  outside my school work is  my skills and abilities of  working  in  teams , my  commitment to teamwork ,  my abilities  in working with different personalities ,and my commitment to all what I  plan in order to achieve   all my goals and ambitions  . Furthermore  , what makes me special is my character. I am a conscientious, self-confident  , and creative girl having effective communication skills ,  critical thinking skills  , and time management  skills. I also have the  ability to work under pressure ",0,"American University of Beirut (AUB), Lebanese American University (LAU)",No,Married,Yes,No,No,No,No,0,No,No,No,954,Eligible,Considered,Income Higher,0,TRUE,1,Avg,volunteering keep regular contact others help develop solid support system turn protects stress depression youre going challenging time volunteered two organization volunteered dpna used make activity kid enjoy reach poor people help also made activity save nature moreover volunteered public library saida work really improved personality made enjoy quality leader self confidence effective communication skill selfawareness strategic thinking skill creativity ability inspire convince others make special outside school work skill ability working team commitment teamwork ability working different personality commitment plan order achieve goal ambition furthermore make special character conscientious selfconfident creative girl effective communication skill critical thinking skill time management skill also ability work pressure,0.203665661,Nothing,2,3,1,2,3,0,0,7,1
No,Female,2021-2022,Yes,No,Yes,No,Public,No,Life Sciences - LS,70.5,71.725,58.125,No,Not provided,"
I have been engaged in various volunteering activities including  planting Cedar trees in the Barouk forests, Helping  children with disabilities at blessed organization and I also volunteered in cleaning the streets from glass shards after the explosion in the port of Beirut (August 4)
I have participated in the youthNow 2018-2019 Cultural heritage job orientation program in which I acquired more knowledge about the cultural aspect of the Lebanese and Syrian landmarks and I got the chance to study the Lebanese ruins and discuss with professionals ways to preserve them.
",0,"Lebanese American University (LAU), Rafik Hariri University (RHU)",No,Single ,Yes,No,No,No,No,0,Yes,No,No,955,Eligible,Not Considered,Income Higher,0,TRUE,1,Low,engaged various volunteering activity including planting cedar tree barouk forest helping child disability blessed organization also volunteered cleaning street glass shard explosion port beirut august 4 participated youthnow 20182019 cultural heritage job orientation program acquired knowledge cultural aspect lebanese syrian landmark got chance study lebanese ruin discus professional way preserve,0.073863636,Real Estate,1,0,0,0,0,0,0,2,0
